# vostok matching ledger - generated by vostok.ledger.store. DO NOT hand-edit.
#   one row per target function; the derived roster is rebuilt from report.json
#
#   cur    fuzzy % in this build (noisy under LTCG/ICF)
#   max    peak for THIS source body (`hash`); resets only when `hash` changes.
#          Campaign goal: drive every max to 100.
#   hist   all-time peak; NEVER resets. hist > max = we had it better once.
#   tries  matcher dispatches that included this function (high = hard to match).
#          It moves ONLY when someone runs `vostok ledger tried` - a build that
#          changes the body does NOT bump it.
#   hash   12 hex chars of the function's own source body. Module/TU context is
#          deliberately excluded - it is diagnosis, not a gate.
#   cls    MATCH (statements identical) | SIZE (same count+geometry, bytes
#          differ) | QUANTITY (counts differ) | SPLIT (counts equal, unpairable)
#   status done (max>=100) | inprogress | blocked (something missing) |
#          parked (failed to raise it further)
mangled	unit	module	status	cls	cur	max	hist	tries	size	flags	hash	note
??$async_receive@Vmutable_buffers_1@asio@boost@@V?$bind_t@XV?$mf4@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@ABUsign_up_info@2@@Z@boost@@ABUsign_up_info@3@ABVerror_code@system@5@I@_mfi@boost@@V?$list5@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@ABUsign_up_info@2@@Z@boost@@@23@V?$reference_wrapper@$$CBUsign_up_info@vostok@@@3@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@3@@win_iocp_socket_service_base@detail@asio@boost@@QAEXAAUbase_implementation_type@0123@ABVmutable_buffers_1@23@HV?$bind_t@XV?$mf4@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@ABUsign_up_info@2@@Z@boost@@ABUsign_up_info@3@ABVerror_code@system@5@I@_mfi@boost@@V?$list5@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@ABUsign_up_info@2@@Z@boost@@@23@V?$reference_wrapper@$$CBUsign_up_info@vostok@@@3@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@3@@Z	boost/asio/detail/win_iocp_socket_service_base.hpp	boost	inprogress	MATCH	98.2992	98.2992	98.2992	0	405		737da758ce73	
??$async_receive@Vmutable_buffers_1@asio@boost@@V?$io_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@V?$read_op@Vmutable_buffers_1@asio@boost@@@detail@ssl@23@V?$bind_t@XV?$mf3@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@ABVerror_code@system@5@I@_mfi@boost@@V?$list4@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@3@@detail@ssl@23@@?$stream_socket_service@Vtcp@ip@asio@boost@@@asio@boost@@QAEXAAUimplementation_type@?$win_iocp_socket_service@Vtcp@ip@asio@boost@@@detail@12@ABVmutable_buffers_1@12@HABV?$io_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@V?$read_op@Vmutable_buffers_1@asio@boost@@@detail@ssl@23@V?$bind_t@XV?$mf3@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@ABVerror_code@system@5@I@_mfi@boost@@V?$list4@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@3@@5ssl@12@@Z	boost/asio/stream_socket_service.hpp	boost	done	MATCH	100	100	100	0	61		ddc4e7a8af5e	
??$async_receive@Vmutable_buffers_1@asio@boost@@V?$io_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@V?$read_op@Vmutable_buffers_1@asio@boost@@@detail@ssl@23@V?$bind_t@XV?$mf3@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@ABVerror_code@system@5@I@_mfi@boost@@V?$list4@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@3@@detail@ssl@23@@win_iocp_socket_service_base@detail@asio@boost@@QAEXAAUbase_implementation_type@0123@ABVmutable_buffers_1@23@HV?$io_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@V?$read_op@Vmutable_buffers_1@asio@boost@@@detail@ssl@23@V?$bind_t@XV?$mf3@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@ABVerror_code@system@5@I@_mfi@boost@@V?$list4@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@3@@1ssl@23@@Z	boost/asio/detail/win_iocp_socket_service_base.hpp	boost	done	MATCH	98.3759	100	100	0	429		737da758ce73	
??$async_receive@Vmutable_buffers_1@asio@boost@@V?$io_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@V?$read_op@Vmutable_buffers_1@asio@boost@@@detail@ssl@23@V?$bind_t@XV?$mf4@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@ABUsign_up_info@2@@Z@boost@@ABUsign_up_info@3@ABVerror_code@system@5@I@_mfi@boost@@V?$list5@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@ABUsign_up_info@2@@Z@boost@@@23@V?$reference_wrapper@$$CBUsign_up_info@vostok@@@3@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@3@@detail@ssl@23@@?$stream_socket_service@Vtcp@ip@asio@boost@@@asio@boost@@QAEXAAUimplementation_type@?$win_iocp_socket_service@Vtcp@ip@asio@boost@@@detail@12@ABVmutable_buffers_1@12@HABV?$io_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@V?$read_op@Vmutable_buffers_1@asio@boost@@@detail@ssl@23@V?$bind_t@XV?$mf4@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@ABUsign_up_info@2@@Z@boost@@ABUsign_up_info@3@ABVerror_code@system@5@I@_mfi@boost@@V?$list5@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@ABUsign_up_info@2@@Z@boost@@@23@V?$reference_wrapper@$$CBUsign_up_info@vostok@@@3@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@3@@5ssl@12@@Z	boost/asio/stream_socket_service.hpp	boost	done	MATCH	100	100	100	0	61		ddc4e7a8af5e	
??$async_receive@Vmutable_buffers_1@asio@boost@@V?$io_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@V?$read_op@Vmutable_buffers_1@asio@boost@@@detail@ssl@23@V?$bind_t@XV?$mf4@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@ABUsign_up_info@2@@Z@boost@@ABUsign_up_info@3@ABVerror_code@system@5@I@_mfi@boost@@V?$list5@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@ABUsign_up_info@2@@Z@boost@@@23@V?$reference_wrapper@$$CBUsign_up_info@vostok@@@3@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@3@@detail@ssl@23@@win_iocp_socket_service_base@detail@asio@boost@@QAEXAAUbase_implementation_type@0123@ABVmutable_buffers_1@23@HV?$io_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@V?$read_op@Vmutable_buffers_1@asio@boost@@@detail@ssl@23@V?$bind_t@XV?$mf4@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@ABUsign_up_info@2@@Z@boost@@ABUsign_up_info@3@ABVerror_code@system@5@I@_mfi@boost@@V?$list5@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@ABUsign_up_info@2@@Z@boost@@@23@V?$reference_wrapper@$$CBUsign_up_info@vostok@@@3@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@3@@1ssl@23@@Z	boost/asio/detail/win_iocp_socket_service_base.hpp	boost	inprogress	MATCH	98.3759	98.3759	98.3759	0	429		737da758ce73	
??$async_receive@Vmutable_buffers_1@asio@boost@@V?$io_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@V?$write_op@Vmutable_buffers_1@asio@boost@@@detail@ssl@23@V?$write_op@V?$stream@AAV?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@@ssl@asio@boost@@Vmutable_buffers_1@34@Vtransfer_all_t@detail@34@V?$bind_t@XV?$mf3@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@ABVerror_code@system@5@I@_mfi@boost@@V?$list4@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@4@@523@@detail@ssl@23@@?$stream_socket_service@Vtcp@ip@asio@boost@@@asio@boost@@QAEXAAUimplementation_type@?$win_iocp_socket_service@Vtcp@ip@asio@boost@@@detail@12@ABVmutable_buffers_1@12@HABV?$io_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@V?$write_op@Vmutable_buffers_1@asio@boost@@@detail@ssl@23@V?$write_op@V?$stream@AAV?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@@ssl@asio@boost@@Vmutable_buffers_1@34@Vtransfer_all_t@detail@34@V?$bind_t@XV?$mf3@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@ABVerror_code@system@5@I@_mfi@boost@@V?$list4@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@4@@523@@5ssl@12@@Z	boost/asio/stream_socket_service.hpp	boost	done	MATCH	100	100	100	0	61		ddc4e7a8af5e	
??$async_receive@Vmutable_buffers_1@asio@boost@@V?$io_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@V?$write_op@Vmutable_buffers_1@asio@boost@@@detail@ssl@23@V?$write_op@V?$stream@AAV?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@@ssl@asio@boost@@Vmutable_buffers_1@34@Vtransfer_all_t@detail@34@V?$bind_t@XV?$mf3@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@ABVerror_code@system@5@I@_mfi@boost@@V?$list4@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@4@@523@@detail@ssl@23@@win_iocp_socket_service_base@detail@asio@boost@@QAEXAAUbase_implementation_type@0123@ABVmutable_buffers_1@23@HV?$io_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@V?$write_op@Vmutable_buffers_1@asio@boost@@@detail@ssl@23@V?$write_op@V?$stream@AAV?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@@ssl@asio@boost@@Vmutable_buffers_1@34@Vtransfer_all_t@detail@34@V?$bind_t@XV?$mf3@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@ABVerror_code@system@5@I@_mfi@boost@@V?$list4@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@4@@523@@1ssl@23@@Z	boost/asio/detail/win_iocp_socket_service_base.hpp	boost	done	MATCH	98.2581	100	100	0	402		737da758ce73	
??$async_receive@Vmutable_buffers_1@asio@boost@@V?$io_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@V?$write_op@Vmutable_buffers_1@asio@boost@@@detail@ssl@23@V?$write_op@V?$stream@AAV?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@@ssl@asio@boost@@Vmutable_buffers_1@34@Vtransfer_all_t@detail@34@V?$bind_t@XV?$mf4@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@ABUsign_up_info@2@@Z@boost@@ABUsign_up_info@3@ABVerror_code@system@5@I@_mfi@boost@@V?$list5@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@ABUsign_up_info@2@@Z@boost@@@23@V?$reference_wrapper@$$CBUsign_up_info@vostok@@@3@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@4@@523@@detail@ssl@23@@?$stream_socket_service@Vtcp@ip@asio@boost@@@asio@boost@@QAEXAAUimplementation_type@?$win_iocp_socket_service@Vtcp@ip@asio@boost@@@detail@12@ABVmutable_buffers_1@12@HABV?$io_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@V?$write_op@Vmutable_buffers_1@asio@boost@@@detail@ssl@23@V?$write_op@V?$stream@AAV?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@@ssl@asio@boost@@Vmutable_buffers_1@34@Vtransfer_all_t@detail@34@V?$bind_t@XV?$mf4@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@ABUsign_up_info@2@@Z@boost@@ABUsign_up_info@3@ABVerror_code@system@5@I@_mfi@boost@@V?$list5@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@ABUsign_up_info@2@@Z@boost@@@23@V?$reference_wrapper@$$CBUsign_up_info@vostok@@@3@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@4@@523@@5ssl@12@@Z	boost/asio/stream_socket_service.hpp	boost	done	MATCH	100	100	100	0	61		ddc4e7a8af5e	
??$async_receive@Vmutable_buffers_1@asio@boost@@V?$io_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@V?$write_op@Vmutable_buffers_1@asio@boost@@@detail@ssl@23@V?$write_op@V?$stream@AAV?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@@ssl@asio@boost@@Vmutable_buffers_1@34@Vtransfer_all_t@detail@34@V?$bind_t@XV?$mf4@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@ABUsign_up_info@2@@Z@boost@@ABUsign_up_info@3@ABVerror_code@system@5@I@_mfi@boost@@V?$list5@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@ABUsign_up_info@2@@Z@boost@@@23@V?$reference_wrapper@$$CBUsign_up_info@vostok@@@3@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@4@@523@@detail@ssl@23@@win_iocp_socket_service_base@detail@asio@boost@@QAEXAAUbase_implementation_type@0123@ABVmutable_buffers_1@23@HV?$io_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@V?$write_op@Vmutable_buffers_1@asio@boost@@@detail@ssl@23@V?$write_op@V?$stream@AAV?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@@ssl@asio@boost@@Vmutable_buffers_1@34@Vtransfer_all_t@detail@34@V?$bind_t@XV?$mf4@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@ABUsign_up_info@2@@Z@boost@@ABUsign_up_info@3@ABVerror_code@system@5@I@_mfi@boost@@V?$list5@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@ABUsign_up_info@2@@Z@boost@@@23@V?$reference_wrapper@$$CBUsign_up_info@vostok@@@3@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@4@@523@@1ssl@23@@Z	boost/asio/detail/win_iocp_socket_service_base.hpp	boost	inprogress	MATCH	98.2581	98.2581	98.2581	0	402		737da758ce73	
??$async_receive@Vmutable_buffers_1@asio@boost@@V?$io_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@Vhandshake_op@detail@ssl@23@V?$bind_t@XV?$mf4@XVlogin_client_impl@network@vostok@@ABVerror_code@system@boost@@ABV?$function@$$A6AXW4handshaking_error_types_enum@vostok@@@Z@6@I_N@_mfi@boost@@V?$list5@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@U?$arg@$00@3@V?$value@V?$function@$$A6AXW4handshaking_error_types_enum@vostok@@@Z@boost@@@23@V?$value@I@23@V?$value@_N@23@@_bi@3@@_bi@3@@detail@ssl@23@@?$stream_socket_service@Vtcp@ip@asio@boost@@@asio@boost@@QAEXAAUimplementation_type@?$win_iocp_socket_service@Vtcp@ip@asio@boost@@@detail@12@ABVmutable_buffers_1@12@HABV?$io_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@Vhandshake_op@detail@ssl@23@V?$bind_t@XV?$mf4@XVlogin_client_impl@network@vostok@@ABVerror_code@system@boost@@ABV?$function@$$A6AXW4handshaking_error_types_enum@vostok@@@Z@6@I_N@_mfi@boost@@V?$list5@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@U?$arg@$00@3@V?$value@V?$function@$$A6AXW4handshaking_error_types_enum@vostok@@@Z@boost@@@23@V?$value@I@23@V?$value@_N@23@@_bi@3@@_bi@3@@5ssl@12@@Z	boost/asio/stream_socket_service.hpp	boost	done	MATCH	100	100	100	0	61		ddc4e7a8af5e	
??$async_receive@Vmutable_buffers_1@asio@boost@@V?$io_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@Vhandshake_op@detail@ssl@23@V?$bind_t@XV?$mf4@XVlogin_client_impl@network@vostok@@ABVerror_code@system@boost@@ABV?$function@$$A6AXW4handshaking_error_types_enum@vostok@@@Z@6@I_N@_mfi@boost@@V?$list5@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@U?$arg@$00@3@V?$value@V?$function@$$A6AXW4handshaking_error_types_enum@vostok@@@Z@boost@@@23@V?$value@I@23@V?$value@_N@23@@_bi@3@@_bi@3@@detail@ssl@23@@win_iocp_socket_service_base@detail@asio@boost@@QAEXAAUbase_implementation_type@0123@ABVmutable_buffers_1@23@HV?$io_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@Vhandshake_op@detail@ssl@23@V?$bind_t@XV?$mf4@XVlogin_client_impl@network@vostok@@ABVerror_code@system@boost@@ABV?$function@$$A6AXW4handshaking_error_types_enum@vostok@@@Z@6@I_N@_mfi@boost@@V?$list5@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@U?$arg@$00@3@V?$value@V?$function@$$A6AXW4handshaking_error_types_enum@vostok@@@Z@boost@@@23@V?$value@I@23@V?$value@_N@23@@_bi@3@@_bi@3@@1ssl@23@@Z	boost/asio/detail/win_iocp_socket_service_base.hpp	boost	done	MATCH	100	100	100	0	427		737da758ce73	
??$async_receive@Vmutable_buffers_1@asio@boost@@V?$read_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@Vmutable_buffers_1@23@Vtransfer_all_t@detail@23@V?$bind_t@XV?$mf3@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@ABVerror_code@system@5@I@_mfi@boost@@V?$list4@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@3@@detail@23@@win_iocp_socket_service_base@detail@asio@boost@@QAEXAAUbase_implementation_type@0123@ABVmutable_buffers_1@23@HV?$read_op@V?$basic_stream_socket@Vtcp@ip@asio@boost@@V?$stream_socket_service@Vtcp@ip@asio@boost@@@34@@asio@boost@@Vmutable_buffers_1@23@Vtransfer_all_t@detail@23@V?$bind_t@XV?$mf3@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@ABVerror_code@system@5@I@_mfi@boost@@V?$list4@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@@23@U?$arg@$00@3@U?$arg@$01@3@@_bi@3@@_bi@3@@123@@Z	boost/asio/detail/win_iocp_socket_service_base.hpp	boost	done	MATCH	98.3759	100	100	0	423		737da758ce73	
