rva	name	size	type	comment
0x52e12c	DAT_0053e12c	0x1a	switch::IndexTable<u8>[26]	Expat xmltok private routine 0x52ddf0 selector index; retail cmp bound proves 26 byte entries
0x52e148	DAT_0053e148	0x1c	switch::JumpTable[7]	Expat xmltok private routine 0x52ddf0 relocated switch destinations; 7 contiguous retail code pointers
0x52e164	DAT_0053e164	0x19	switch::IndexTable<u8>[25]	Expat xmltok private routine 0x52ddf0 selector index; retail cmp bound proves 25 byte entries
0x52e180	DAT_0053e180	0x304	code	Expat xmltok private routine 0x52e180 body; manually bounded by its retail COFF contribution and first embedded dispatch table
0x52e484	DAT_0053e484	0x18	switch::JumpTable[6]	Expat xmltok private routine 0x52e180 relocated switch destinations; 6 contiguous retail code pointers
0x52e49c	DAT_0053e49c	0x19	switch::IndexTable<u8>[25]	Expat xmltok private routine 0x52e180 selector index; retail cmp bound proves 25 byte entries
0x52e4b8	DAT_0053e4b8	0x1c	switch::JumpTable[7]	Expat xmltok private routine 0x52e180 relocated switch destinations; 7 contiguous retail code pointers
0x52e4d4	DAT_0053e4d4	0x20	switch::IndexTable<u8>[32]	Expat xmltok private routine 0x52e180 selector index; retail cmp bound proves 32 byte entries
0x52e500	DAT_0053e500	0x1d0	code	Expat xmltok private routine 0x52e500 body; manually bounded by its retail COFF contribution and first embedded dispatch table
0x52e6d0	DAT_0053e6d0	0x18	switch::JumpTable[6]	Expat xmltok private routine 0x52e500 relocated switch destinations; 6 contiguous retail code pointers
0x52e6e8	DAT_0053e6e8	0xe	switch::IndexTable<u8>[14]	Expat xmltok private routine 0x52e500 selector index; retail cmp bound proves 14 byte entries
0x52e6f8	DAT_0053e6f8	0x8	switch::JumpTable[2]	Expat xmltok private routine 0x52e500 relocated switch destinations; 2 contiguous retail code pointers
0x52e700	DAT_0053e700	0x16	switch::IndexTable<u8>[22]	Expat xmltok private routine 0x52e500 selector index; retail cmp bound proves 22 byte entries
0x52e720	_big2_attributeValueTok	0x200	code	Expat xmltok _big2_attributeValueTok body; manually bounded by its retail COFF contribution and first embedded dispatch table
0x52e920	DAT_0053e920	0x24	switch::JumpTable[9]	Expat xmltok _big2_attributeValueTok relocated switch destinations; 9 contiguous retail code pointers
0x52e944	DAT_0053e944	0x14	switch::IndexTable<u8>[20]	Expat xmltok _big2_attributeValueTok selector index; retail cmp bound proves 20 byte entries
0x52e960	_big2_entityValueTok	0x210	code	Expat xmltok _big2_entityValueTok body; manually bounded by its retail COFF contribution and first embedded dispatch table
0x52eb70	DAT_0053eb70	0x20	switch::JumpTable[8]	Expat xmltok _big2_entityValueTok relocated switch destinations; 8 contiguous retail code pointers
0x52eb90	DAT_0053eb90	0x1c	switch::IndexTable<u8>[28]	Expat xmltok _big2_entityValueTok selector index; retail cmp bound proves 28 byte entries
0x52ebb0	_big2_ignoreSectionTok	0x254	code	Expat xmltok _big2_ignoreSectionTok body; manually bounded by its retail COFF contribution and first embedded dispatch table
0x52ee04	DAT_0053ee04	0x24	switch::JumpTable[9]	Expat xmltok _big2_ignoreSectionTok relocated switch destinations; 9 contiguous retail code pointers
0x52ee30	_big2_isPublicId	0x12c	code	Expat xmltok _big2_isPublicId body; manually bounded by its retail COFF contribution and first embedded dispatch table
0x52ef5c	DAT_0053ef5c	0x10	switch::JumpTable[4]	Expat xmltok _big2_isPublicId relocated switch destinations; 4 contiguous retail code pointers
0x52ef6c	DAT_0053ef6c	0x1b	switch::IndexTable<u8>[27]	Expat xmltok _big2_isPublicId selector index; retail cmp bound proves 27 byte entries
0x52ef90	_big2_getAtts	0x398	code	Expat xmltok _big2_getAtts body; manually bounded by its retail COFF contribution and first embedded dispatch table
0x52f328	DAT_0053f328	0x2c	switch::JumpTable[11]	Expat xmltok _big2_getAtts relocated switch destinations; 11 contiguous retail code pointers
0x52f354	DAT_0053f354	0x1b	switch::IndexTable<u8>[27]	Expat xmltok _big2_getAtts selector index; retail cmp bound proves 27 byte entries
0x52f370	_big2_charRefNumber	0x180	code	Expat xmltok _big2_charRefNumber body; manually bounded by its retail COFF contribution and first embedded dispatch table
0x52f4f0	DAT_0053f4f0	0x10	switch::JumpTable[4]	Expat xmltok _big2_charRefNumber relocated switch destinations; 4 contiguous retail code pointers
0x52f500	DAT_0053f500	0x37	switch::IndexTable<u8>[55]	Expat xmltok _big2_charRefNumber selector index; retail cmp bound proves 55 byte entries
0x52f540	_big2_predefinedEntityName	0x1f7	code	Expat xmltok _big2_predefinedEntityName body; manually bounded by its retail COFF contribution
0x52f740	_big2_sameName	0x248	code	Expat xmltok _big2_sameName body; manually bounded by its retail COFF contribution and first embedded dispatch table
0x52f988	DAT_0053f988	0x14	switch::JumpTable[5]	Expat xmltok _big2_sameName relocated switch destinations; 5 contiguous retail code pointers
0x52f99c	DAT_0053f99c	0x19	switch::IndexTable<u8>[25]	Expat xmltok _big2_sameName selector index; retail cmp bound proves 25 byte entries
0x52f9b8	DAT_0053f9b8	0x8	switch::JumpTable[2]	Expat xmltok _big2_sameName relocated switch destinations; 2 contiguous retail code pointers
0x52f9c0	DAT_0053f9c0	0x19	switch::IndexTable<u8>[25]	Expat xmltok _big2_sameName selector index; retail cmp bound proves 25 byte entries
0x52f9e0	_big2_nameMatchesAscii	0x5b	code	Expat xmltok _big2_nameMatchesAscii body; manually bounded by its retail COFF contribution
0x52fa40	_big2_nameLength	0xa8	code	Expat xmltok _big2_nameLength body; manually bounded by its retail COFF contribution and first embedded dispatch table
0x52fae8	DAT_0053fae8	0x14	switch::JumpTable[5]	Expat xmltok _big2_nameLength relocated switch destinations; 5 contiguous retail code pointers
0x52fafc	DAT_0053fafc	0x19	switch::IndexTable<u8>[25]	Expat xmltok _big2_nameLength selector index; retail cmp bound proves 25 byte entries
0x52fb20	_big2_skipS	0x6e	code	Expat xmltok _big2_skipS body; manually bounded by its retail COFF contribution
0x52fb90	_big2_updatePosition	0x14c	code	Expat xmltok _big2_updatePosition body; manually bounded by its retail COFF contribution and first embedded dispatch table
0x52fcdc	DAT_0053fcdc	0x18	switch::JumpTable[6]	Expat xmltok _big2_updatePosition relocated switch destinations; 6 contiguous retail code pointers
0x530250	DAT_00540250	0x72	code	Expat xmltok private routine 0x530250 body; manually bounded by its retail COFF contribution
0x5302d0	DAT_005402d0	0x72	code	Expat xmltok private routine 0x5302d0 body; manually bounded by its retail COFF contribution
0x530350	DAT_00540350	0x5c	code	Expat xmltok private routine 0x530350 body; manually bounded by its retail COFF contribution
0x5303b0	DAT_005403b0	0x103	code	Expat xmltok private routine 0x5303b0 body; manually bounded by its retail COFF contribution
0x5304c0	DAT_005404c0	0xb8	code	Expat xmltok private routine 0x5304c0 body; manually bounded by its retail COFF contribution
0x5305f0	DAT_005405f0	0x1e	code	Expat xmltok private routine 0x5305f0 body; manually bounded by its retail COFF contribution
0x530700	DAT_00540700	0x24	code	Expat xmltok private routine 0x530700 body; manually bounded by its retail COFF contribution
0x530a30	DAT_00540a30	0x24	code	Expat xmltok private routine 0x530a30 body; manually bounded by its retail COFF contribution
0x530df0	DAT_00540df0	0x38	code	Expat xmltok private routine 0x530df0 body; manually bounded by its retail COFF contribution and first embedded dispatch table
0x530e28	DAT_00540e28	0x8	switch::JumpTable[2]	Expat xmltok private routine 0x530df0 relocated switch destinations; 2 contiguous retail code pointers
0x530e30	DAT_00540e30	0x18	switch::IndexTable<u8>[24]	Expat xmltok private routine 0x530df0 selector index; retail cmp bound proves 24 byte entries
0x5310e0	DAT_005410e0	0xaa	code	Expat xmltok private routine 0x5310e0 body; manually bounded by its retail COFF contribution
0x531200	DAT_00541200	0x24	code	Expat xmltok private routine 0x531200 body; manually bounded by its retail COFF contribution
0x531230	DAT_00541230	0x24	code	Expat xmltok private routine 0x531230 body; manually bounded by its retail COFF contribution
0x5312a0	DAT_005412a0	0xaa	code	Expat xmltok private routine 0x5312a0 body; manually bounded by its retail COFF contribution
0x5313c0	DAT_005413c0	0xd4	code	Expat xmlrole private role handler 0x5313c0 body; manually bounded by its exact retail COFF contribution and first embedded dispatch table
0x531494	DAT_00541494	0x20	switch::JumpTable[8]	Expat xmlrole private role handler 0x5313c0 relocated switch destinations; 8 contiguous retail code pointers
0x5314b4	DAT_005414b4	0x13	switch::IndexTable<u8>[19]	Expat xmlrole private role handler 0x5313c0 selector index; retail cmp bound proves 19 byte entries
0x5314d0	DAT_005414d0	0xa0	code	Expat xmlrole private role handler 0x5314d0 body; manually bounded by its exact retail COFF contribution and first embedded dispatch table
0x531570	DAT_00541570	0x1c	switch::JumpTable[7]	Expat xmlrole private role handler 0x5314d0 relocated switch destinations; 7 contiguous retail code pointers
0x53158c	DAT_0054158c	0x13	switch::IndexTable<u8>[19]	Expat xmlrole private role handler 0x5314d0 selector index; retail cmp bound proves 19 byte entries
0x5315a0	DAT_005415a0	0x49	code	Expat xmlrole private role handler 0x5315a0 body; manually bounded by its exact retail COFF contribution
0x5315f0	DAT_005415f0	0xd0	code	Expat xmlrole private role handler 0x5315f0 body; manually bounded by its exact retail COFF contribution and first embedded dispatch table
0x5316c0	DAT_005416c0	0x14	switch::JumpTable[5]	Expat xmlrole private role handler 0x5315f0 relocated switch destinations; 5 contiguous retail code pointers
0x5316d4	DAT_005416d4	0xb	switch::IndexTable<u8>[11]	Expat xmlrole private role handler 0x5315f0 selector index; retail cmp bound proves 11 byte entries
0x5316e0	DAT_005416e0	0x60	code	Expat xmlrole private role handler 0x5316e0 body; manually bounded by its exact retail COFF contribution and first embedded dispatch table
0x531740	DAT_00541740	0x14	switch::JumpTable[5]	Expat xmlrole private role handler 0x5316e0 relocated switch destinations; 5 contiguous retail code pointers
0x531754	DAT_00541754	0x13	switch::IndexTable<u8>[19]	Expat xmlrole private role handler 0x5316e0 selector index; retail cmp bound proves 19 byte entries
0x531770	DAT_00541770	0x43	code	Expat xmlrole private role handler 0x531770 body; manually bounded by its exact retail COFF contribution
0x5317c0	DAT_005417c0	0x43	code	Expat xmlrole private role handler 0x5317c0 body; manually bounded by its exact retail COFF contribution
0x531810	DAT_00541810	0x59	code	Expat xmlrole private role handler 0x531810 body; manually bounded by its exact retail COFF contribution
0x531870	DAT_00541870	0x160	code	Expat xmlrole private role handler 0x531870 body; manually bounded by its exact retail COFF contribution and first embedded dispatch table
0x5319d0	DAT_005419d0	0x20	switch::JumpTable[8]	Expat xmlrole private role handler 0x531870 relocated switch destinations; 8 contiguous retail code pointers
0x5319f0	DAT_005419f0	0x21	switch::IndexTable<u8>[33]	Expat xmlrole private role handler 0x531870 selector index; retail cmp bound proves 33 byte entries
0x531a20	DAT_00541a20	0x43	code	Expat xmlrole private role handler 0x531a20 body; manually bounded by its exact retail COFF contribution
0x531a70	DAT_00541a70	0x59	code	Expat xmlrole private role handler 0x531a70 body; manually bounded by its exact retail COFF contribution
0x531ad0	DAT_00541ad0	0x43	code	Expat xmlrole private role handler 0x531ad0 body; manually bounded by its exact retail COFF contribution
0x531b20	DAT_00541b20	0xbb	code	Expat xmlrole private role handler 0x531b20 body; manually bounded by its exact retail COFF contribution
0x531be0	DAT_00541be0	0x43	code	Expat xmlrole private role handler 0x531be0 body; manually bounded by its exact retail COFF contribution
0x531c30	DAT_00541c30	0x43	code	Expat xmlrole private role handler 0x531c30 body; manually bounded by its exact retail COFF contribution
0x531c80	DAT_00541c80	0x93	code	Expat xmlrole private role handler 0x531c80 body; manually bounded by its exact retail COFF contribution
0x531d20	DAT_00541d20	0x9c	code	Expat xmlrole private role handler 0x531d20 body; manually bounded by its exact retail COFF contribution and first embedded dispatch table
0x531dbc	DAT_00541dbc	0x18	switch::JumpTable[6]	Expat xmlrole private role handler 0x531d20 relocated switch destinations; 6 contiguous retail code pointers
0x531dd4	DAT_00541dd4	0x27	switch::IndexTable<u8>[39]	Expat xmlrole private role handler 0x531d20 selector index; retail cmp bound proves 39 byte entries
0x531e00	DAT_00541e00	0x4d	code	Expat xmlrole private role handler 0x531e00 body; manually bounded by its exact retail COFF contribution
0x531e50	DAT_00541e50	0xbb	code	Expat xmlrole private role handler 0x531e50 body; manually bounded by its exact retail COFF contribution
0x531f10	DAT_00541f10	0x43	code	Expat xmlrole private role handler 0x531f10 body; manually bounded by its exact retail COFF contribution
0x531f60	DAT_00541f60	0x43	code	Expat xmlrole private role handler 0x531f60 body; manually bounded by its exact retail COFF contribution
0x531fb0	DAT_00541fb0	0x5d	code	Expat xmlrole private role handler 0x531fb0 body; manually bounded by its exact retail COFF contribution
0x532010	DAT_00542010	0x43	code	Expat xmlrole private role handler 0x532010 body; manually bounded by its exact retail COFF contribution
0x532060	DAT_00542060	0x93	code	Expat xmlrole private role handler 0x532060 body; manually bounded by its exact retail COFF contribution
0x532100	DAT_00542100	0x43	code	Expat xmlrole private role handler 0x532100 body; manually bounded by its exact retail COFF contribution
0x532150	DAT_00542150	0x4d	code	Expat xmlrole private role handler 0x532150 body; manually bounded by its exact retail COFF contribution
0x5321a0	DAT_005421a0	0x7d	code	Expat xmlrole private role handler 0x5321a0 body; manually bounded by its exact retail COFF contribution
0x532220	DAT_00542220	0x49	code	Expat xmlrole private role handler 0x532220 body; manually bounded by its exact retail COFF contribution
0x532270	DAT_00542270	0x80	code	Expat xmlrole private role handler 0x532270 body; manually bounded by its exact retail COFF contribution and first embedded dispatch table
0x5322f0	DAT_005422f0	0x10	switch::JumpTable[4]	Expat xmlrole private role handler 0x532270 relocated switch destinations; 4 contiguous retail code pointers
0x532300	DAT_00542300	0x1b	switch::IndexTable<u8>[27]	Expat xmlrole private role handler 0x532270 selector index; retail cmp bound proves 27 byte entries
0x532320	DAT_00542320	0xd8	code	Expat xmlrole private role handler 0x532320 body; manually bounded by its exact retail COFF contribution
0x532400	DAT_00542400	0x58	code	Expat xmlrole private role handler 0x532400 body; manually bounded by its exact retail COFF contribution and first embedded dispatch table
0x532458	DAT_00542458	0xc	switch::JumpTable[3]	Expat xmlrole private role handler 0x532400 relocated switch destinations; 3 contiguous retail code pointers
0x532464	DAT_00542464	0x1b	switch::IndexTable<u8>[27]	Expat xmlrole private role handler 0x532400 selector index; retail cmp bound proves 27 byte entries
0x532480	DAT_00542480	0x59	code	Expat xmlrole private role handler 0x532480 body; manually bounded by its exact retail COFF contribution
0x5324e0	DAT_005424e0	0x43	code	Expat xmlrole private role handler 0x5324e0 body; manually bounded by its exact retail COFF contribution
0x532530	DAT_00542530	0x43	code	Expat xmlrole private role handler 0x532530 body; manually bounded by its exact retail COFF contribution
0x532580	DAT_00542580	0x59	code	Expat xmlrole private role handler 0x532580 body; manually bounded by its exact retail COFF contribution
